,abv,available,availableId,beerVariation,beerVariationId,createDate,description,foodPairings,glass,glasswareId,ibu,id,isOrganic,isRetired,labels,name,nameDisplay,originalGravity,servingTemperature,servingTemperatureDisplay,srm,srmId,status,statusDisplay,style,styleId,updateDate,year
668,8.5,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2012-01-03 02:43:06,"The classic India Pale Ale is a traveler’s beer, aggressively hopped to withstand the long, hot ocean voyage to the British East Indies. Our Double-Wide I.P.A. also travels well, and is right at home in the most exotic ports of call of the Midwest. While this modern-day prairie schooner may not resemble a graceful sailing sloop, our liberal hopping regimen does make her virtually “twister-proof,” with toffee and caramel notes balancing out the lingering bitterness. Enjoy this beer fresh to best appreciate the complex blending of hop aromas, ranging from minty to citrusy, with subtle hints of pine.","Cheesecake, Creme Brulee, Lamb, Smoked meats, Strong cheeses","{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,71.0,LKzaHC,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/LKzaHC/upload_BhPhEi-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/LKzaHC/upload_BhPhEi-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/LKzaHC/upload_BhPhEi-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/LKzaHC/upload_BhPhEi-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/LKzaHC/upload_BhPhEi-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/LKzaHC/upload_BhPhEi-contentAwareLarge.png'}",Double Wide I.P.A.,Double Wide I.P.A.,1.075,cool,Cool - (8-12C/45-54F),"{'id': 17, 'name': '17', 'hex': 'B04500'}",17.0,verified,Verified,"{'id': 31, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'Imperial or Double India Pale Ale', 'shortName': 'Imperial IPA', 'description': ""Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present."", 'ibuMin': '65', 'ibuMax': '100', 'abvMin': '7.5', 'abvMax': '10.5', 'srmMin': '5', 'srmMax': '13', 'ogMin': '1.075', 'fgMin': '1.012', 'fgMax': '1.02', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:26:46'}",31,2015-12-16 04:17:48,
669,7.7,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2014-08-27 15:15:37,,,,,66.0,fj2Kj5,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/fj2Kj5/upload_NnfQO7-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/fj2Kj5/upload_NnfQO7-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/fj2Kj5/upload_NnfQO7-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/fj2Kj5/upload_NnfQO7-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/fj2Kj5/upload_NnfQO7-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/fj2Kj5/upload_NnfQO7-contentAwareLarge.png'}",Dracula's Bite Black IPA,Dracula's Bite Black IPA,,,,"{'id': 30, 'name': '30', 'hex': '600903'}",30.0,verified,Verified,"{'id': 41, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style Black Ale', 'shortName': 'Black Ale', 'description': 'American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.', 'ibuMin': '50', 'ibuMax': '70', 'abvMin': '6', 'abvMax': '7.5', 'srmMin': '35', 'srmMax': '35', 'ogMin': '1.056', 'fgMin': '1.012', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:28:36'}",41,2015-12-17 15:29:34,
670,11.0,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2012-01-03 02:43:06,"A barrel-aged, strong-ale with a soft and rich caramel-malt character intermingled with deep vanilla tones dancing in an oak bath. Unmistakably distinctive and hauntingly remarkable, Dragon's Milk's warming complexity pairs well with smoked meats and cheeses, red meat, or a nice cigar.","Red meat, smoked foods, balsamic, rich cheese & dark chocolate.","{'id': 8, 'name': 'Tulip', 'createDate': '2012-01-03 02:41:33'}",8.0,31.0,WHQisc,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/WHQisc/upload_2FqQti-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/WHQisc/upload_2FqQti-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/WHQisc/upload_2FqQti-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/WHQisc/upload_2FqQti-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/WHQisc/upload_2FqQti-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/WHQisc/upload_2FqQti-contentAwareLarge.png'}",Dragon's Milk,Dragon's Milk,1.096,cool,Cool - (8-12C/45-54F),"{'id': 41, 'name': 'Over 40', 'hex': '000000'}",41.0,verified,Verified,"{'id': 43, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style Imperial Stout', 'shortName': 'American Imperial Stout', 'description': 'Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.', 'ibuMin': '50', 'ibuMax': '80', 'abvMin': '7', 'abvMax': '12', 'srmMin': '40', 'srmMax': '40', 'ogMin': '1.08', 'fgMin': '1.02', 'fgMax': '1.03', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:28:49'}",43,2017-10-16 13:18:55,
671,6.7,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2012-01-03 02:43:06,"India Pale Ale originated when the British Empire was at its height. British soldiers and civil servants were stationed all over the globe (including India), and regular ales could not survive the long journey by sea to reach them. The British solved this terrible dilemma by adding excessive amounts of hops to their beer–using the preservative properties of hops to increase the life of their beers.

Our Dragonfly India Pale Ale is true to this tradition, featuring seven hop additions to create a powerful hop profile. A solid malt base, however, tempers the bitter American hops, giving Dragonfly a balance not often found in this style. The end product is a well-balanced, malty beer with the crisp taste of hops and an exceptionally floral nose.",,"{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,65.0,GqbQRP,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/GqbQRP/upload_9EzvW2-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/GqbQRP/upload_9EzvW2-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/GqbQRP/upload_9EzvW2-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/GqbQRP/upload_9EzvW2-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/GqbQRP/upload_9EzvW2-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/GqbQRP/upload_9EzvW2-contentAwareLarge.png'}",Dragonfly IPA,Dragonfly IPA,,,,"{'id': 10, 'name': '10', 'hex': 'DE7C00'}",10.0,verified,Verified,"{'id': 30, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style India Pale Ale', 'shortName': 'American IPA', 'description': 'American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale', 'ibuMin': '50', 'ibuMax': '70', 'abvMin': '6.3', 'abvMax': '7.5', 'srmMin': '6', 'srmMax': '14', 'ogMin': '1.06', 'fgMin': '1.012', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:26:37'}",30,2016-03-16 19:24:29,
672,11.0,"{'id': 2, 'name': 'Limited', 'description': 'Limited availability.'}",2.0,"{'id': 'WHQisc', 'name': ""Dragon's Milk"", 'nameDisplay': ""Dragon's Milk"", 'abv': '11', 'ibu': '31', 'styleId': 43, 'isRetired': 'N', 'status': 'verified', 'statusDisplay': 'Verified', 'createDate': '2012-01-03 02:43:06', 'updateDate': '2017-10-16 13:18:55', 'style': {'id': 43, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style Imperial Stout', 'shortName': 'American Imperial Stout', 'description': 'Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.', 'ibuMin': '50', 'ibuMax': '80', 'abvMin': '7', 'abvMax': '12', 'srmMin': '40', 'srmMax': '40', 'ogMin': '1.08', 'fgMin': '1.02', 'fgMax': '1.03', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:28:49'}}",WHQisc,2014-03-03 22:27:18,"This beer is from our collection of special variations that live in our Dragon’s Milk cellar. Local raspberries were added to the barrels in the final stages of conditioning. Raspberries lend depth, brightness and unique fruit character that harmonizes beautifully with Dragon’s Milk dark, roasty tones of malt, bourbon and oak.",,,,31.0,Y6iD9x,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/Y6iD9x/upload_0LQ9mx-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/Y6iD9x/upload_0LQ9mx-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/Y6iD9x/upload_0LQ9mx-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/Y6iD9x/upload_0LQ9mx-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/Y6iD9x/upload_0LQ9mx-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/Y6iD9x/upload_0LQ9mx-contentAwareLarge.png'}",Dragon’s Milk Reserve with Raspberries,Dragon’s Milk Reserve with Raspberries,1.096,,,"{'id': 41, 'name': 'Over 40', 'hex': '000000'}",41.0,verified,Verified,"{'id': 134, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Wood- and Barrel-Aged Dark Beer', 'shortName': 'BBL Aged Dark', 'description': 'Any classic style or unique experimental style of dark beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character but wood-aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Dark fruited or spiced beer would also be appropriately entered in this category. Beers in this style may or may not have Brettanomyces character.  The brewer should explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.', 'abvMin': '3.75', 'abvMax': '6.5', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:46:44'}",134,2016-10-21 20:31:30,
673,7.3,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2013-04-17 15:00:34,"This is a true West Coast IPA–it is pale in color, with with bracing bitterness, high alcohol content (about 7.3% abv) and a fruity/floral/citrus hop aroma. It is made from a simple malt bill: North American base and pale caramel malt. We use copious amounts of Northwest hops all throughout the boil, with most of it going in within the last 15 minutes. After fermentation is complete, we dry hop it with approximately 1 boatload of each of the same hop varieties.","Dragoon IPA’s bright hop character and crisp bitterness make it an ideal match for spicy dishes, especially chile verde and phở (Vietnamese noodle soup). The bitterness and carbonation also work really well with sharp cheddars. It must also be said that IPA and pizza are absolute soulmates, a match truly made in heaven.","{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,83.0,UY3mQO,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/UY3mQO/upload_OLKsiz-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/UY3mQO/upload_OLKsiz-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/UY3mQO/upload_OLKsiz-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/UY3mQO/upload_OLKsiz-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/UY3mQO/upload_OLKsiz-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/UY3mQO/upload_OLKsiz-contentAwareLarge.png'}",Dragoon IPA,Dragoon IPA,1.068,,,"{'id': 10, 'name': '10', 'hex': 'DE7C00'}",10.0,verified,Verified,"{'id': 30, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'American-Style India Pale Ale', 'shortName': 'American IPA', 'description': 'American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale', 'ibuMin': '50', 'ibuMax': '70', 'abvMin': '6.3', 'abvMax': '7.5', 'srmMin': '6', 'srmMax': '14', 'ogMin': '1.06', 'fgMin': '1.012', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:26:37'}",30,2015-12-17 03:09:28,
674,8.5,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2014-09-10 18:11:02,"A Quantum Leap Beyond Our IPA!

It's no secret, at DEBC, we're quite fond of hops.  Citrusy, piney, floral and fruity hops are at least a third of the reason we got ourselves into this whole brewing adventure.  Hops may be the current ruler of the craft beer scene, and we, for one, welcome our resinous, spicy, bitter overlords!  We've taken the IPA to it's Event Horizon. Get the picture?  It's hoppy.",,"{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,103.0,iZnhSY,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/iZnhSY/upload_eCNhRv-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/iZnhSY/upload_eCNhRv-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/iZnhSY/upload_eCNhRv-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/iZnhSY/upload_eCNhRv-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/iZnhSY/upload_eCNhRv-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/iZnhSY/upload_eCNhRv-contentAwareLarge.png'}",Dream Crusher,Dream Crusher,1.082,,,"{'id': 8, 'name': '8', 'hex': 'EA8F00'}",8.0,verified,Verified,"{'id': 31, 'categoryId': 3, 'category': {'id': 3, 'name': 'North American Origin Ales', 'createDate': '2012-03-21 20:06:45'}, 'name': 'Imperial or Double India Pale Ale', 'shortName': 'Imperial IPA', 'description': ""Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present."", 'ibuMin': '65', 'ibuMax': '100', 'abvMin': '7.5', 'abvMax': '10.5', 'srmMin': '5', 'srmMax': '13', 'ogMin': '1.075', 'fgMin': '1.012', 'fgMax': '1.02', 'createDate': '2012-03-21 20:06:45', 'updateDate': '2015-04-07 15:26:46'}",31,2015-12-17 17:26:38,
675,5.7,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2013-11-22 12:50:43,"Dream Machine, an India Pale Lager or IPL, is a melding of varied visions of an India Pale Ale and an Amber Lager. Once poured, its light copper color delights the eyes and a citrusy hop aroma flows through the nose. Upon first sip, a smooth hop bitterness reveals itself - fresh, bold and slightly spicy - before subtle hints of mild maltiness appear. A big hop bite and a crisp, clean lager finish combine for a beautifully balanced beer. Take Dream Machine for a spin and let your reverie begin.",,"{'id': 5, 'name': 'Pint', 'createDate': '2012-01-03 02:41:33'}",5.0,50.0,eImPyB,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/eImPyB/upload_nHXRDU-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/eImPyB/upload_nHXRDU-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/eImPyB/upload_nHXRDU-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/eImPyB/upload_nHXRDU-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/eImPyB/upload_nHXRDU-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/eImPyB/upload_nHXRDU-contentAwareLarge.png'}",Dream Machine,Dream Machine,1.0590000000000002,,,"{'id': 12, 'name': '12', 'hex': 'CF6900'}",12.0,verified,Verified,"{'id': 93, 'categoryId': 8, 'category': {'id': 8, 'name': 'North American Lager', 'createDate': '2012-03-21 20:06:46'}, 'name': 'American-Style Lager', 'shortName': 'American Lager', 'description': 'Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.', 'ibuMin': '5', 'ibuMax': '13', 'abvMin': '3.8', 'abvMax': '5', 'srmMin': '2', 'srmMax': '4', 'ogMin': '1.04', 'fgMin': '1.006', 'fgMax': '1.01', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:39:26'}",93,2016-04-15 19:31:50,
676,5.9,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2012-06-13 17:32:07,"A blend of malts from France and Germany provide a toasty and malty background for the aromatic intensity of our house French ale yeast, chamomile and sweet orange peel to lay over.",,"{'id': 1, 'name': 'Flute', 'createDate': '2012-01-03 02:41:33'}",1.0,15.0,W9miCU,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/W9miCU/upload_3e3zJO-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/W9miCU/upload_3e3zJO-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/W9miCU/upload_3e3zJO-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/W9miCU/upload_3e3zJO-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/W9miCU/upload_3e3zJO-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/W9miCU/upload_3e3zJO-contentAwareLarge.png'}",Dream Weaver,Dream Weaver,1.045,cool,Cool - (8-12C/45-54F),"{'id': 15, 'name': '15', 'hex': 'BB5100'}",15.0,verified,Verified,"{'id': 125, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Specialty Beer', 'shortName': 'Specialty', 'description': 'These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.', 'ibuMax': '100', 'abvMin': '2.5', 'abvMax': '25', 'srmMin': '1', 'srmMax': '100', 'ogMin': '1.03', 'fgMin': '1.006', 'fgMax': '1.03', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:44:53'}",125,2015-12-16 16:30:09,
677,4.8,"{'id': 1, 'name': 'Year Round', 'description': 'Available year round as a staple beer.'}",1.0,,,2012-01-03 02:43:07,"Long toasty days, cool breezy nights and a splash of magic provide the inspiration for the Troegs brothers’ dreamiest  creation—Dreamweaver Wheat. Combining four wheat types with Munich and Pils malts, noble Saaz hops, and a yeast strain that imparts a spicy, peppery, clove taste with a slight hint of bananas, Dreamweaver Wheat is an unfiltered blast of spicy, mouthwatering joy.",,"{'id': 9, 'name': 'Weizen', 'createDate': '2012-01-03 02:41:33'}",9.0,15.0,0aUaXd,N,N,"{'icon': 'https://brewerydb-images.s3.amazonaws.com/beer/0aUaXd/upload_BHhOtV-icon.png', 'medium': 'https://brewerydb-images.s3.amazonaws.com/beer/0aUaXd/upload_BHhOtV-medium.png', 'large': 'https://brewerydb-images.s3.amazonaws.com/beer/0aUaXd/upload_BHhOtV-large.png', 'contentAwareIcon': 'https://brewerydb-images.s3.amazonaws.com/beer/0aUaXd/upload_BHhOtV-contentAwareIcon.png', 'contentAwareMedium': 'https://brewerydb-images.s3.amazonaws.com/beer/0aUaXd/upload_BHhOtV-contentAwareMedium.png', 'contentAwareLarge': 'https://brewerydb-images.s3.amazonaws.com/beer/0aUaXd/upload_BHhOtV-contentAwareLarge.png'}",DreamWeaver Wheat Ale,DreamWeaver Wheat Ale,,,,"{'id': 9, 'name': '9', 'hex': 'E58500'}",9.0,verified,Verified,"{'id': 112, 'categoryId': 11, 'category': {'id': 11, 'name': 'Hybrid/mixed Beer', 'createDate': '2012-03-21 20:06:46'}, 'name': 'Light American Wheat Ale or Lager with Yeast', 'shortName': 'Wheat Ale', 'description': 'This beer can be made using either ale or lager yeast. It can be brewed with 30 to 75 percent wheat malt, and hop rates may be low to medium. Hop characters may be light to moderate in bitterness, flavor and aroma. Fruity-estery aroma and flavor are typical but at low levels however, phenolic, clove-like characteristics should not be perceived. Color is usually straw to light amber, and the body should be light to medium in character. Diacetyl should not be perceived. Because this style is served with yeast the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Chill haze is also acceptable. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops. These beers are typically served with the yeast in the bottle, and are cloudy when served.', 'ibuMin': '10', 'ibuMax': '35', 'abvMin': '3.5', 'abvMax': '5.5', 'srmMin': '4', 'srmMax': '10', 'ogMin': '1.036', 'fgMin': '1.006', 'fgMax': '1.018', 'createDate': '2012-03-21 20:06:46', 'updateDate': '2015-04-07 15:42:48'}",112,2016-05-19 12:42:16,
